OBJECTID_1 *,Shape *,tmk_txt,OSDS Present,Newly Developed (2005 - 2021),500-ft Sewer Buffer,500-ft Coastline Buffer,WWTP 1-Mi Buffer,CEJST LIDAC,Sea Grant Priority,Island,AOI,Shape_Length,Shape_Area
16102,Polygon,322054038,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000904,0
16103,Polygon,322054039,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000981,0
16104,Polygon,322054040,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001021,0
16108,Polygon,322054045,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001025,0
16112,Polygon,324009121,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001458,0
16113,Polygon,321012009,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Hilo,0.206889,0.000299
16116,Polygon,322059052,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001194,0
16117,Polygon,322059053,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001194,0
16118,Polygon,322057019,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001215,0
16119,Polygon,322057020,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00122,0
16123,Polygon,324014001,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001656,0
16124,Polygon,322038020,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001203,0
16126,Polygon,322038022,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001155,0
16129,Polygon,322039001,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.002248,0
16130,Polygon,322063015,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001433,0
16131,Polygon,322063016,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001441,0
16132,Polygon,322063017,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001437,0
16133,Polygon,322063018,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001423,0
16135,Polygon,322038149,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001158,0
16137,Polygon,322064021,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001421,0
16138,Polygon,322064026,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001438,0
16139,Polygon,322064023,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001564,0
16140,Polygon,322064022,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001415,0
16141,Polygon,322064024,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001678,0
16142,Polygon,322064025,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.00143,0
16143,Polygon,322064033,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001475,0
16144,Polygon,322064005,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001408,0
16145,Polygon,322038064,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001172,0
16146,Polygon,322038065,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001116,0
16147,Polygon,322038066,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.00126,0
16148,Polygon,322038067,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001659,0
16153,Polygon,322062045,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001443,0
16154,Polygon,322062046,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001391,0
16155,Polygon,322062047,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001411,0
16156,Polygon,322062048,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00156,0
16157,Polygon,322062049,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001399,0
16158,Polygon,322062050,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001398,0
16159,Polygon,322062051,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001425,0
16160,Polygon,322062052,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001559,0
16161,Polygon,322062053,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001556,0
16162,Polygon,322062054,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001388,0
16163,Polygon,322041120,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001444,0
16164,Polygon,322041121,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001596,0
16165,Polygon,322038095,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001239,0
16166,Polygon,322038096,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001242,0
16167,Polygon,322038097,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001239,0
16168,Polygon,322038098,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001364,0
16169,Polygon,322038099,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001404,0
16170,Polygon,322038100,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001499,0
16171,Polygon,322038101,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.00162,0
16172,Polygon,322038102,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.00164,0
16173,Polygon,322038103,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001233,0
16174,Polygon,322038104,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001151,0
16177,Polygon,322057039,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001184,0
16178,Polygon,322063059,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001395,0
16179,Polygon,322063060,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001397,0
16180,Polygon,322040091,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001137,0
16181,Polygon,322040092,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001214,0
16182,Polygon,322038082,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001245,0
16183,Polygon,322035062,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001792,0
16184,Polygon,322035063,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.00183,0
16186,Polygon,322035068,Yes,No,Yes,No,No,No,Medium,HAW,Hilo,0.001317,0
16187,Polygon,322035069,Yes,No,Yes,No,No,No,Medium,HAW,Hilo,0.001893,0
16188,Polygon,322035070,Yes,No,Yes,No,No,No,Medium,HAW,Hilo,0.001694,0
16189,Polygon,322035071,Yes,No,Yes,No,No,No,Medium,HAW,Hilo,0.001489,0
16218,Polygon,324014076,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001577,0
16219,Polygon,324014077,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001568,0
16220,Polygon,324014078,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001564,0
16221,Polygon,324014079,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001583,0
16222,Polygon,324014149,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001736,0
16223,Polygon,324014150,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001732,0
16224,Polygon,324014151,Yes,No,No,No,No,No,Low,HAW,Hilo,0.00173,0
16225,Polygon,324014152,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001725,0
16226,Polygon,324014153,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001725,0
16227,Polygon,324014154,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001731,0
16228,Polygon,324014155,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001735,0
16230,Polygon,324009009,Yes,No,No,No,No,No,Low,HAW,Hilo,0.002031,0
16231,Polygon,324009010,Yes,No,No,No,No,No,Low,HAW,Hilo,0.002521,0
16232,Polygon,324009011,Yes,No,No,No,No,No,Low,HAW,Hilo,0.002277,0
16233,Polygon,324014192,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001511,0
16238,Polygon,322019035,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000869,0
16244,Polygon,322019044,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001246,0
16246,Polygon,322040093,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.0011,0
16247,Polygon,322040094,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001135,0
16248,Polygon,322040095,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001808,0
16249,Polygon,322040096,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001804,0
16250,Polygon,322040097,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001138,0
16251,Polygon,322040098,Yes,No,No,No,No,No,Low,HAW,Hilo,0.00117,0
16252,Polygon,322040099,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001136,0
16253,Polygon,322040100,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001186,0
16254,Polygon,322040101,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001944,0
16255,Polygon,322040102,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.002234,0
16256,Polygon,322040103,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001698,0
16260,Polygon,322054064,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000874,0
16261,Polygon,321012005,Yes,No,Yes,No,No,No,Medium,HAW,Hilo,0.005205,0.000001
16274,Polygon,324009071,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001796,0
16275,Polygon,324009072,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001787,0
16276,Polygon,324009073,Yes,No,No,No,No,No,Low,HAW,Hilo,0.00179,0
16286,Polygon,322060024,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.002126,0
16289,Polygon,322038124,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001909,0
16290,Polygon,322038125,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001929,0
16291,Polygon,322038126,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001218,0
16292,Polygon,322038127,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001168,0
16293,Polygon,322038128,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001169,0
16294,Polygon,324056025,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001182,0
16295,Polygon,324056026,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001272,0
16297,Polygon,324057003,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.003409,0.000001
16305,Polygon,322054033,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.00245,0
16306,Polygon,322054034,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000884,0
16307,Polygon,324009102,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001446,0
16308,Polygon,324009103,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001531,0
16309,Polygon,324009104,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001681,0
16313,Polygon,324056007,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001556,0
16314,Polygon,324056008,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.002817,0
16319,Polygon,322064015,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001386,0
16320,Polygon,322064032,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001403,0
16321,Polygon,322064016,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001412,0
16322,Polygon,322064031,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001428,0
16323,Polygon,322064017,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001405,0
16324,Polygon,322064030,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001421,0
16325,Polygon,322064018,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001417,0
16326,Polygon,322064029,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001434,0
16327,Polygon,322064019,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001413,0
16328,Polygon,322064028,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.00143,0
16330,Polygon,322064009,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001405,0
16332,Polygon,322062064,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001448,0
16344,Polygon,322026004,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001875,0
16345,Polygon,322026006,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000988,0
16346,Polygon,322026008,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.00099,0
16347,Polygon,322062012,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001423,0
16348,Polygon,322062013,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001423,0
16350,Polygon,322019075,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001235,0
16353,Polygon,324056023,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.002407,0
16357,Polygon,322064037,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.00141,0
16358,Polygon,322064038,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001409,0
16359,Polygon,322064040,Yes,Yes,No,No,No,Yes,Medium,HAW,Hilo,0.001661,0
16360,Polygon,322038129,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001186,0
16363,Polygon,322039079,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.002411,0
16364,Polygon,322039080,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001178,0
16365,Polygon,322063061,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001403,0
16366,Polygon,322063062,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001439,0
16367,Polygon,322063063,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00141,0
16372,Polygon,322059054,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001204,0
16373,Polygon,322059055,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001194,0
16374,Polygon,322026028,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000986,0
16375,Polygon,322026029,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000998,0
16380,Polygon,322050074,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.003036,0.000001
16381,Polygon,322050075,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.006342,0.000002
16382,Polygon,322050076,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001251,0
16383,Polygon,322050077,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001307,0
16384,Polygon,322050078,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001237,0
16385,Polygon,322050079,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.00125,0
16388,Polygon,322038057,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001897,0
16389,Polygon,322038058,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001095,0
16392,Polygon,322039083,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001904,0
16393,Polygon,322039084,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001188,0
16394,Polygon,322039085,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001861,0
16395,Polygon,322039086,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001013,0
16396,Polygon,322039087,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00212,0
16398,Polygon,322039089,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001174,0
16399,Polygon,322039090,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001145,0
16400,Polygon,322039091,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001165,0
16402,Polygon,322039093,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.003915,0.000001
16403,Polygon,322039094,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.002474,0
16406,Polygon,322059072,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001184,0
16411,Polygon,322038043,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001194,0
16412,Polygon,322038044,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.00101,0
16413,Polygon,322038045,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001215,0
16418,Polygon,322037098,Yes,No,Yes,No,No,No,Medium,HAW,Hilo,0.002423,0
16423,Polygon,322023018,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001735,0
16425,Polygon,322023021,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.002215,0
16427,Polygon,324014143,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001732,0
16428,Polygon,324014144,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001735,0
16429,Polygon,324014145,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001744,0
16430,Polygon,324014146,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001729,0
16435,Polygon,324009041,Yes,No,No,No,No,No,Low,HAW,Hilo,0.002352,0
16436,Polygon,324009042,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001754,0
16437,Polygon,324009043,Yes,No,No,No,No,No,Low,HAW,Hilo,0.002559,0
16438,Polygon,322037066,Yes,No,Yes,No,No,No,Medium,HAW,Hilo,0.001349,0
16441,Polygon,322019009,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000833,0
16444,Polygon,322038080,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001243,0
16449,Polygon,324014120,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001725,0
16450,Polygon,322039049,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.002907,0
16451,Polygon,322039050,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001247,0
16452,Polygon,322039051,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.003153,0.000001
16453,Polygon,322039052,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001112,0
16455,Polygon,322039054,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.002302,0
16457,Polygon,322039076,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001535,0
16467,Polygon,324014080,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001588,0
16468,Polygon,322059060,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001204,0
16469,Polygon,322059061,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001204,0
16473,Polygon,322057037,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001209,0
16474,Polygon,322057038,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001176,0
16479,Polygon,322035101,Yes,Yes,Yes,No,No,Yes,Medium,HAW,Hilo,0.001791,0
16488,Polygon,322041138,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001448,0
16497,Polygon,324009012,Yes,No,No,No,No,No,Low,HAW,Hilo,0.00178,0
16498,Polygon,324009013,Yes,No,No,No,No,No,Low,HAW,Hilo,0.00182,0
16499,Polygon,324009014,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001825,0
16500,Polygon,324009015,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001829,0
16501,Polygon,324009016,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001727,0
16502,Polygon,324009017,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001707,0
16504,Polygon,322058029,Yes,No,No,No,No,No,Medium,HAW,Hilo,0.001694,0
16505,Polygon,324014207,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001366,0
16507,Polygon,322019092,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000788,0
16508,Polygon,322019093,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000768,0
16513,Polygon,322019056,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.000567,0
16515,Polygon,322060037,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.002319,0
16516,Polygon,322060039,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.00221,0
16517,Polygon,322062003,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001403,0
16521,Polygon,322038018,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001207,0
16526,Polygon,322037063,Yes,No,Yes,No,No,No,Medium,HAW,Hilo,0.002238,0
16528,Polygon,324014118,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001721,0
16529,Polygon,324014119,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001719,0
16530,Polygon,322063047,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001567,0
16533,Polygon,322040079,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001152,0
16538,Polygon,322038002,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001826,0
16539,Polygon,322038003,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001886,0
16540,Polygon,322038004,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00122,0
16542,Polygon,322038006,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.005189,0.000001
16543,Polygon,322038007,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001257,0
16544,Polygon,322038009,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.003091,0.000001
16545,Polygon,322038010,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001898,0
16548,Polygon,322050086,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001272,0
16549,Polygon,322050087,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001248,0
16550,Polygon,322050088,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.002447,0
16552,Polygon,322040080,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001803,0
16553,Polygon,322040081,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001145,0
16554,Polygon,322040082,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001899,0
16555,Polygon,322062004,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001426,0
16556,Polygon,322062005,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00142,0
16557,Polygon,322062006,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001424,0
16558,Polygon,322062007,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001374,0
16559,Polygon,322062040,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001434,0
16561,Polygon,322028027,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001444,0
16562,Polygon,322028028,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001474,0
16564,Polygon,324014208,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001359,0
16565,Polygon,324014209,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001541,0
16566,Polygon,324009018,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001754,0
16567,Polygon,324009020,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001961,0
16568,Polygon,324009021,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001819,0
16569,Polygon,324009022,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001817,0
16570,Polygon,322063040,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001383,0
16571,Polygon,322063041,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001391,0
16573,Polygon,321012116,Yes,No,No,No,Yes,No,Medium,HAW,Hilo,0.002885,0
16576,Polygon,322057054,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001163,0
16580,Polygon,322038144,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001189,0
16583,Polygon,322038147,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001148,0
16584,Polygon,322063019,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001427,0
16585,Polygon,322063020,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001401,0
16586,Polygon,322038083,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001286,0
16587,Polygon,322038084,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001275,0
16588,Polygon,322038085,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001288,0
16589,Polygon,322038086,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001279,0
16590,Polygon,322038087,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001302,0
16591,Polygon,322038089,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001857,0
16592,Polygon,322038090,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001886,0
16593,Polygon,322038091,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001318,0
16594,Polygon,322038092,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001243,0
16595,Polygon,322038093,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001239,0
16596,Polygon,322038094,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001609,0
16599,Polygon,324009001,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001035,0
16600,Polygon,324009002,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001106,0
16609,Polygon,324023031,Yes,No,Yes,No,No,Yes,Medium,HAW,Hilo,0.001436,0
16610,Polygon,322038111,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001166,0
16611,Polygon,322038112,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00118,0
16612,Polygon,322038113,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001178,0
16613,Polygon,322038114,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001259,0
16614,Polygon,322038115,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001284,0
16615,Polygon,322038116,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001186,0
16616,Polygon,322038117,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00114,0
16617,Polygon,322038118,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001163,0
16618,Polygon,322038119,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001274,0
16622,Polygon,322063052,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001432,0
16623,Polygon,322063053,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00142,0
16624,Polygon,322063054,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001436,0
16625,Polygon,322063055,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001487,0
16626,Polygon,322063056,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001527,0
16627,Polygon,322063057,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.00151,0
16628,Polygon,322063058,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001405,0
16629,Polygon,321013150,Yes,Yes,No,No,Yes,No,Medium,HAW,Hilo,0.018072,0.000011
16631,Polygon,324009027,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001815,0
16634,Polygon,324014156,Yes,No,No,No,No,No,Low,HAW,Hilo,0.001723,0
16636,Polygon,322057005,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001214,0
16637,Polygon,322057006,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001219,0
16638,Polygon,322057007,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001214,0
16639,Polygon,322057008,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001219,0
16640,Polygon,322057009,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001214,0
16641,Polygon,322057010,Yes,No,No,No,No,Yes,Medium,HAW,Hilo,0.001212,0
